"","period","site","dens","spp"
"37079",6,"4",1,"San.NA"
"37080",7,"4",2.5,"San.NA"
"37081",8,"4",19.5,"San.NA"
"37082",9,"4",32.5,"San.NA"
"37083",10,"4",12,"San.NA"
"37084",11,"4",23.5,"San.NA"
"37085",12,"4",7.5,"San.NA"
"37086",13,"4",23.5,"San.NA"
"37087",14,"4",23,"San.NA"
"37088",15,"4",14.5,"San.NA"
"37089",16,"4",17,"San.NA"
"37090",17,"4",23.5,"San.NA"
"37091",18,"4",25.5,"San.NA"
"37092",19,"4",37.5,"San.NA"
"37093",20,"4",NA,"San.NA"
"37094",21,"4",35,"San.NA"
"37095",22,"4",17.5,"San.NA"
"37096",23,"4",22,"San.NA"
"37097",24,"4",32,"San.NA"
"37098",25,"4",36.5,"San.NA"
"37099",26,"4",32.5,"San.NA"
"37100",27,"4",39.5,"San.NA"
"37101",28,"4",30,"San.NA"
"37102",29,"4",35.5,"San.NA"
"37103",30,"4",29.5,"San.NA"
"37104",31,"4",41.5,"San.NA"
"37105",32,"4",37,"San.NA"
"37106",33,"4",33.5,"San.NA"
"37107",34,"4",41.5,"San.NA"
"37108",35,"4",32.5,"San.NA"
"37109",36,"4",19,"San.NA"
"37110",37,"4",26.5,"San.NA"
"37111",38,"4",29.5,"San.NA"
"37112",39,"4",NA,"San.NA"
"37113",40,"4",32.5,"San.NA"
"37114",41,"4",43.5,"San.NA"
"37115",42,"4",19.5,"San.NA"
"37116",43,"4",41.5,"San.NA"
"37117",44,"4",42.5,"San.NA"
"37118",45,"4",37,"San.NA"
"37119",46,"4",39,"San.NA"
"37120",47,"4",36.5,"San.NA"
"37121",48,"4",NA,"San.NA"
"37122",49,"4",42,"San.NA"
"37123",50,"4",41,"San.NA"
"37124",51,"4",36.5,"San.NA"
"37125",52,"4",34.5,"San.NA"
"37126",53,"4",32,"San.NA"
"37127",54,"4",28.5,"San.NA"
"37128",55,"4",30.5,"San.NA"
"37129",56,"4",25,"San.NA"
"37130",57,"4",33.5,"San.NA"
"37131",58,"4",NA,"San.NA"
"37132",59,"4",NA,"San.NA"
"37133",60,"4",31,"San.NA"
"37134",61,"4",27,"San.NA"
"37135",62,"4",NA,"San.NA"
"37136",63,"4",36.5,"San.NA"
"37137",1,"4",0,"Sar.mut"
"37138",2,"4",0,"Sar.mut"
"37139",3,"4",0,"Sar.mut"
"37140",4,"4",0,"Sar.mut"
"37141",5,"4",0,"Sar.mut"
"37142",6,"4",0,"Sar.mut"
"37143",7,"4",0,"Sar.mut"
"37144",8,"4",0,"Sar.mut"
"37145",9,"4",0,"Sar.mut"
"37146",10,"4",0,"Sar.mut"
"37147",11,"4",0,"Sar.mut"
"37148",12,"4",0,"Sar.mut"
"37149",13,"4",0,"Sar.mut"
"37150",14,"4",0,"Sar.mut"
"37151",15,"4",0,"Sar.mut"
"37152",16,"4",0,"Sar.mut"
"37153",17,"4",0,"Sar.mut"
"37154",18,"4",0,"Sar.mut"
"37155",19,"4",0,"Sar.mut"
"37156",20,"4",NA,"Sar.mut"
"37157",21,"4",0,"Sar.mut"
"37158",22,"4",0,"Sar.mut"
"37159",23,"4",0,"Sar.mut"
"37160",24,"4",0,"Sar.mut"
"37161",25,"4",0,"Sar.mut"
"37162",26,"4",0,"Sar.mut"
"37163",27,"4",0,"Sar.mut"
"37164",28,"4",0,"Sar.mut"
"37165",29,"4",0,"Sar.mut"
"37166",30,"4",0,"Sar.mut"
"37167",31,"4",0,"Sar.mut"
"37168",32,"4",0,"Sar.mut"
"37169",33,"4",0,"Sar.mut"
"37170",34,"4",0,"Sar.mut"
"37171",35,"4",0,"Sar.mut"
"37172",36,"4",0,"Sar.mut"
"37173",37,"4",0,"Sar.mut"
"37174",38,"4",0,"Sar.mut"
"37175",39,"4",NA,"Sar.mut"
"37176",40,"4",0,"Sar.mut"
"37177",41,"4",0,"Sar.mut"
"37178",42,"4",0,"Sar.mut"
"37179",43,"4",0,"Sar.mut"
"37180",44,"4",0,"Sar.mut"
"37181",45,"4",0,"Sar.mut"
"37182",46,"4",0,"Sar.mut"
"37183",47,"4",0,"Sar.mut"
"37184",48,"4",NA,"Sar.mut"
"37185",49,"4",0,"Sar.mut"
"37186",50,"4",0,"Sar.mut"
"37187",51,"4",0,"Sar.mut"
"37188",52,"4",0,"Sar.mut"
"37189",53,"4",0,"Sar.mut"
"37190",54,"4",0,"Sar.mut"
"37191",55,"4",0,"Sar.mut"
"37192",56,"4",0,"Sar.mut"
"37193",57,"4",0,"Sar.mut"
"37194",58,"4",NA,"Sar.mut"
"37195",59,"4",NA,"Sar.mut"
"37196",60,"4",0,"Sar.mut"
"37197",61,"4",0,"Sar.mut"
"37198",62,"4",NA,"Sar.mut"
"37199",63,"4",0,"Sar.mut"
"37200",1,"4",0,"Sch.uni"
"37201",2,"4",0,"Sch.uni"
"37202",3,"4",0,"Sch.uni"
"37203",4,"4",0.5,"Sch.uni"
"37204",5,"4",1.5,"Sch.uni"
"37205",6,"4",0,"Sch.uni"
"37206",7,"4",0,"Sch.uni"
"37207",8,"4",0.5,"Sch.uni"
"37208",9,"4",0,"Sch.uni"
"37209",10,"4",0,"Sch.uni"
"37210",11,"4",0,"Sch.uni"
"37211",12,"4",0,"Sch.uni"
"37212",13,"4",0,"Sch.uni"
"37213",14,"4",0,"Sch.uni"
"37214",15,"4",0,"Sch.uni"
"37215",16,"4",0,"Sch.uni"
"37216",17,"4",0,"Sch.uni"
"37217",18,"4",0,"Sch.uni"
"37218",19,"4",0,"Sch.uni"
"37219",20,"4",NA,"Sch.uni"
"37220",21,"4",0,"Sch.uni"
"37221",22,"4",0,"Sch.uni"
"37222",23,"4",0,"Sch.uni"
"37223",24,"4",0,"Sch.uni"
"37224",25,"4",0,"Sch.uni"
"37225",26,"4",0,"Sch.uni"
"37226",27,"4",0,"Sch.uni"
"37227",28,"4",0,"Sch.uni"
"37228",29,"4",0,"Sch.uni"
"37229",30,"4",0,"Sch.uni"
"37230",31,"4",0,"Sch.uni"
"37231",32,"4",0,"Sch.uni"
"37232",33,"4",0,"Sch.uni"
"37233",34,"4",0,"Sch.uni"
"37234",35,"4",0,"Sch.uni"
"37235",36,"4",0,"Sch.uni"
"37236",37,"4",0,"Sch.uni"
"37237",38,"4",0,"Sch.uni"
"37238",39,"4",NA,"Sch.uni"
"37239",40,"4",0,"Sch.uni"
"37240",41,"4",0,"Sch.uni"
"37241",42,"4",0,"Sch.uni"
"37242",43,"4",0,"Sch.uni"
"37243",44,"4",0,"Sch.uni"
"37244",45,"4",0,"Sch.uni"
"37245",46,"4",0,"Sch.uni"
"37246",47,"4",0,"Sch.uni"
"37247",48,"4",NA,"Sch.uni"
"37248",49,"4",0,"Sch.uni"
"37249",50,"4",0,"Sch.uni"
"37250",51,"4",0,"Sch.uni"
"37251",52,"4",0,"Sch.uni"
"37252",53,"4",0,"Sch.uni"
"37253",54,"4",0,"Sch.uni"
"37254",55,"4",0,"Sch.uni"
"37255",56,"4",0,"Sch.uni"
"37256",57,"4",0,"Sch.uni"
"37257",58,"4",NA,"Sch.uni"
"37258",59,"4",NA,"Sch.uni"
"37259",60,"4",0,"Sch.uni"
"37260",61,"4",0,"Sch.uni"
"37261",62,"4",NA,"Sch.uni"
"37262",63,"4",0,"Sch.uni"
"37263",1,"4",0,"Ser.spp"
"37264",2,"4",0.5,"Ser.spp"
"37265",3,"4",0,"Ser.spp"
"37266",4,"4",0,"Ser.spp"
"37267",5,"4",0,"Ser.spp"
"37268",6,"4",0,"Ser.spp"
"37269",7,"4",0,"Ser.spp"
"37270",8,"4",0,"Ser.spp"
"37271",9,"4",0,"Ser.spp"
"37272",10,"4",0,"Ser.spp"
"37273",11,"4",0,"Ser.spp"
"37274",12,"4",0,"Ser.spp"
"37275",13,"4",0,"Ser.spp"
"37276",14,"4",0,"Ser.spp"
"37277",15,"4",0,"Ser.spp"
"37278",16,"4",0,"Ser.spp"
"37279",17,"4",0,"Ser.spp"
"37280",18,"4",0,"Ser.spp"
"37281",19,"4",0,"Ser.spp"
"37282",20,"4",NA,"Ser.spp"
"37283",21,"4",0,"Ser.spp"
"37284",22,"4",0,"Ser.spp"
"37285",23,"4",0,"Ser.spp"
"37286",24,"4",0,"Ser.spp"
"37287",25,"4",0,"Ser.spp"
"37288",26,"4",0,"Ser.spp"
"37289",27,"4",0,"Ser.spp"
"37290",28,"4",0,"Ser.spp"
"37291",29,"4",0,"Ser.spp"
"37292",30,"4",0,"Ser.spp"
"37293",31,"4",0,"Ser.spp"
"37294",32,"4",0,"Ser.spp"
"37295",33,"4",0,"Ser.spp"
"37296",34,"4",0,"Ser.spp"
"37297",35,"4",0,"Ser.spp"
"37298",36,"4",0,"Ser.spp"
"37299",37,"4",0,"Ser.spp"
"37300",38,"4",0,"Ser.spp"
"37301",39,"4",NA,"Ser.spp"
"37302",40,"4",0,"Ser.spp"
"37303",41,"4",0,"Ser.spp"
"37304",42,"4",0,"Ser.spp"
"37305",43,"4",0,"Ser.spp"
"37306",44,"4",0,"Ser.spp"
"37307",45,"4",0,"Ser.spp"
"37308",46,"4",0,"Ser.spp"
"37309",47,"4",0,"Ser.spp"
"37310",48,"4",NA,"Ser.spp"
"37311",49,"4",0,"Ser.spp"
"37312",50,"4",0,"Ser.spp"
"37313",51,"4",0,"Ser.spp"
"37314",52,"4",0,"Ser.spp"
"37315",53,"4",0,"Ser.spp"
"37316",54,"4",0,"Ser.spp"
"37317",55,"4",0,"Ser.spp"
"37318",56,"4",0,"Ser.spp"
"37319",57,"4",0,"Ser.spp"
"37320",58,"4",NA,"Ser.spp"
"37321",59,"4",NA,"Ser.spp"
"37322",60,"4",0,"Ser.spp"
"37323",61,"4",0,"Ser.spp"
"37324",62,"4",NA,"Ser.spp"
"37325",63,"4",0,"Ser.spp"
"37326",1,"4",0,"Ser.squ"
"37327",2,"4",0,"Ser.squ"
"37328",3,"4",0.5,"Ser.squ"
"37329",4,"4",1,"Ser.squ"
"37330",5,"4",1,"Ser.squ"
"37331",6,"4",4,"Ser.squ"
"37332",7,"4",0,"Ser.squ"
"37333",8,"4",8.5,"Ser.squ"
"37334",9,"4",2,"Ser.squ"
"37335",10,"4",1.5,"Ser.squ"
"37336",11,"4",3,"Ser.squ"
"37337",12,"4",4,"Ser.squ"
"37338",13,"4",3,"Ser.squ"
"37339",14,"4",2.5,"Ser.squ"
"37340",15,"4",5.5,"Ser.squ"
"37341",16,"4",1.5,"Ser.squ"
"37342",17,"4",2,"Ser.squ"
"37343",18,"4",0.5,"Ser.squ"
"37344",19,"4",2,"Ser.squ"
"37345",20,"4",NA,"Ser.squ"
"37346",21,"4",1,"Ser.squ"
"37347",22,"4",1,"Ser.squ"
"37348",23,"4",0,"Ser.squ"
"37349",24,"4",0,"Ser.squ"
"37350",25,"4",0,"Ser.squ"
"37351",26,"4",0.5,"Ser.squ"
"37352",27,"4",0.5,"Ser.squ"
"37353",28,"4",0.5,"Ser.squ"
"37354",29,"4",0,"Ser.squ"
"37355",30,"4",1,"Ser.squ"
"37356",31,"4",1.5,"Ser.squ"
"37357",32,"4",0.5,"Ser.squ"
"37358",33,"4",0.5,"Ser.squ"
"37359",34,"4",0,"Ser.squ"
"37360",35,"4",0,"Ser.squ"
"37361",36,"4",0,"Ser.squ"
"37362",37,"4",0.5,"Ser.squ"
"37363",38,"4",0,"Ser.squ"
"37364",39,"4",NA,"Ser.squ"
"37365",40,"4",0,"Ser.squ"
"37366",41,"4",0.5,"Ser.squ"
"37367",42,"4",0,"Ser.squ"
"37368",43,"4",0,"Ser.squ"
"37369",44,"4",0,"Ser.squ"
"37370",45,"4",0,"Ser.squ"
"37371",46,"4",0,"Ser.squ"
"37372",47,"4",0,"Ser.squ"
"37373",48,"4",NA,"Ser.squ"
"37374",49,"4",0,"Ser.squ"
"37375",50,"4",0,"Ser.squ"
"37376",51,"4",0,"Ser.squ"
"37377",52,"4",0,"Ser.squ"
"37378",53,"4",0,"Ser.squ"
"37379",54,"4",0,"Ser.squ"
"37380",55,"4",0,"Ser.squ"
"37381",56,"4",0,"Ser.squ"
"37382",57,"4",0,"Ser.squ"
"37383",58,"4",NA,"Ser.squ"
"37384",59,"4",NA,"Ser.squ"
"37385",60,"4",0,"Ser.squ"
"37386",61,"4",0,"Ser.squ"
"37387",62,"4",NA,"Ser.squ"
"37388",63,"4",0,"Ser.squ"
"37389",1,"4",0,"Ser.tur"
"37390",2,"4",0,"Ser.tur"
"37391",3,"4",0,"Ser.tur"
"37392",4,"4",0,"Ser.tur"
"37393",5,"4",0,"Ser.tur"
"37394",6,"4",0,"Ser.tur"
"37395",7,"4",0,"Ser.tur"
"37396",8,"4",0,"Ser.tur"
"37397",9,"4",0,"Ser.tur"
"37398",10,"4",0,"Ser.tur"
"37399",11,"4",0,"Ser.tur"
"37400",12,"4",0,"Ser.tur"
"37401",13,"4",0,"Ser.tur"
"37402",14,"4",0,"Ser.tur"
"37403",15,"4",0,"Ser.tur"
"37404",16,"4",0,"Ser.tur"
"37405",17,"4",0,"Ser.tur"
"37406",18,"4",0,"Ser.tur"
"37407",19,"4",0,"Ser.tur"
"37408",20,"4",NA,"Ser.tur"
"37409",21,"4",0,"Ser.tur"
"37410",22,"4",0,"Ser.tur"
"37411",23,"4",0,"Ser.tur"
"37412",24,"4",0,"Ser.tur"
"37413",25,"4",0,"Ser.tur"
"37414",26,"4",0,"Ser.tur"
"37415",27,"4",0,"Ser.tur"
"37416",28,"4",0,"Ser.tur"
"37417",29,"4",0,"Ser.tur"
"37418",30,"4",0,"Ser.tur"
"37419",31,"4",0,"Ser.tur"
"37420",32,"4",0,"Ser.tur"
"37421",33,"4",0,"Ser.tur"
"37422",34,"4",0,"Ser.tur"
"37423",35,"4",0,"Ser.tur"
"37424",36,"4",0,"Ser.tur"
"37425",37,"4",0,"Ser.tur"
"37426",38,"4",0,"Ser.tur"
"37427",39,"4",NA,"Ser.tur"
"37428",40,"4",0,"Ser.tur"
"37429",41,"4",0,"Ser.tur"
"37430",42,"4",0,"Ser.tur"
"37431",43,"4",0,"Ser.tur"
"37432",44,"4",0,"Ser.tur"
"37433",45,"4",0,"Ser.tur"
"37434",46,"4",0,"Ser.tur"
"37435",47,"4",0,"Ser.tur"
"37436",48,"4",NA,"Ser.tur"
"37437",49,"4",0,"Ser.tur"
"37438",50,"4",0,"Ser.tur"
"37439",51,"4",0,"Ser.tur"
"37440",52,"4",0,"Ser.tur"
"37441",53,"4",0,"Ser.tur"
"37442",54,"4",0,"Ser.tur"
"37443",55,"4",0,"Ser.tur"
"37444",56,"4",0,"Ser.tur"
"37445",57,"4",0,"Ser.tur"
"37446",58,"4",NA,"Ser.tur"
"37447",59,"4",NA,"Ser.tur"
"37448",60,"4",0,"Ser.tur"
"37449",61,"4",0,"Ser.tur"
"37450",62,"4",NA,"Ser.tur"
"37451",63,"4",0,"Ser.tur"
"37452",1,"4",0,"Ser.wor"
"37453",2,"4",0,"Ser.wor"
"37454",3,"4",0,"Ser.wor"
"37455",4,"4",0,"Ser.wor"
"37456",5,"4",0,"Ser.wor"
"37457",6,"4",0,"Ser.wor"
"37458",7,"4",0,"Ser.wor"
"37459",8,"4",0,"Ser.wor"
"37460",9,"4",0,"Ser.wor"
"37461",10,"4",0,"Ser.wor"
"37462",11,"4",0,"Ser.wor"
"37463",12,"4",0,"Ser.wor"
"37464",13,"4",0,"Ser.wor"
"37465",14,"4",0,"Ser.wor"
"37466",15,"4",0,"Ser.wor"
"37467",16,"4",0,"Ser.wor"
"37468",17,"4",0,"Ser.wor"
"37469",18,"4",0,"Ser.wor"
"37470",19,"4",0,"Ser.wor"
"37471",20,"4",NA,"Ser.wor"
"37472",21,"4",0,"Ser.wor"
"37473",22,"4",0,"Ser.wor"
"37474",23,"4",0,"Ser.wor"
"37475",24,"4",0,"Ser.wor"
"37476",25,"4",0,"Ser.wor"
"37477",26,"4",0,"Ser.wor"
"37478",27,"4",0,"Ser.wor"
"37479",28,"4",0,"Ser.wor"
"37480",29,"4",0,"Ser.wor"
"37481",30,"4",0,"Ser.wor"
"37482",31,"4",0,"Ser.wor"
"37483",32,"4",0,"Ser.wor"
"37484",33,"4",0,"Ser.wor"
"37485",34,"4",0,"Ser.wor"
"37486",35,"4",0,"Ser.wor"
"37487",36,"4",0,"Ser.wor"
"37488",37,"4",0,"Ser.wor"
"37489",38,"4",0,"Ser.wor"
"37490",39,"4",NA,"Ser.wor"
"37491",40,"4",0,"Ser.wor"
"37492",41,"4",0,"Ser.wor"
"37493",42,"4",0,"Ser.wor"
"37494",43,"4",0,"Ser.wor"
"37495",44,"4",0,"Ser.wor"
"37496",45,"4",0,"Ser.wor"
"37497",46,"4",0,"Ser.wor"
"37498",47,"4",0,"Ser.wor"
"37499",48,"4",NA,"Ser.wor"
"37500",49,"4",0,"Ser.wor"
"37501",50,"4",0,"Ser.wor"
"37502",51,"4",0,"Ser.wor"
"37503",52,"4",0,"Ser.wor"
"37504",53,"4",0,"Ser.wor"
"37505",54,"4",0,"Ser.wor"
"37506",55,"4",0,"Ser.wor"
"37507",56,"4",0,"Ser.wor"
"37508",57,"4",0,"Ser.wor"
"37509",58,"4",NA,"Ser.wor"
"37510",59,"4",NA,"Ser.wor"
"37511",60,"4",0,"Ser.wor"
"37512",61,"4",0,"Ser.wor"
"37513",62,"4",NA,"Ser.wor"
"37514",63,"4",0,"Ser.wor"
"37515",1,"4",0.5,"Sph.con"
"37516",2,"4",0,"Sph.con"
"37517",3,"4",0,"Sph.con"
"37518",4,"4",0,"Sph.con"
"37519",5,"4",0,"Sph.con"
"37520",6,"4",0,"Sph.con"
"37521",7,"4",0,"Sph.con"
"37522",8,"4",0,"Sph.con"
"37523",9,"4",2,"Sph.con"
"37524",10,"4",0,"Sph.con"
"37525",11,"4",0,"Sph.con"
"37526",12,"4",0,"Sph.con"
"37527",13,"4",0.5,"Sph.con"
"37528",14,"4",0.5,"Sph.con"
"37529",15,"4",0,"Sph.con"
"37530",16,"4",0,"Sph.con"
"37531",17,"4",0,"Sph.con"
"37532",18,"4",0.5,"Sph.con"
"37533",19,"4",0,"Sph.con"
"37534",20,"4",NA,"Sph.con"
"37535",21,"4",0,"Sph.con"
"37536",22,"4",0,"Sph.con"
"37537",23,"4",0,"Sph.con"
"37538",24,"4",0,"Sph.con"
"37539",25,"4",0,"Sph.con"
"37540",26,"4",0,"Sph.con"
"37541",27,"4",0,"Sph.con"
"37542",28,"4",0,"Sph.con"
"37543",29,"4",0,"Sph.con"
"37544",30,"4",0,"Sph.con"
"37545",31,"4",0,"Sph.con"
"37546",32,"4",0,"Sph.con"
"37547",33,"4",0.5,"Sph.con"
"37548",34,"4",0,"Sph.con"
"37549",35,"4",0,"Sph.con"
"37550",36,"4",0,"Sph.con"
"37551",37,"4",0,"Sph.con"
"37552",38,"4",0,"Sph.con"
"37553",39,"4",NA,"Sph.con"
"37554",40,"4",0,"Sph.con"
"37555",41,"4",0,"Sph.con"
"37556",42,"4",0,"Sph.con"
"37557",43,"4",0,"Sph.con"
"37558",44,"4",0,"Sph.con"
"37559",45,"4",0,"Sph.con"
"37560",46,"4",0,"Sph.con"
"37561",47,"4",0,"Sph.con"
"37562",48,"4",NA,"Sph.con"
"37563",49,"4",0,"Sph.con"
"37564",50,"4",0.5,"Sph.con"
"37565",51,"4",0,"Sph.con"
"37566",52,"4",0.5,"Sph.con"
"37567",53,"4",0,"Sph.con"
"37568",54,"4",0,"Sph.con"
"37569",55,"4",0,"Sph.con"
"37570",56,"4",1,"Sph.con"
"37571",57,"4",0,"Sph.con"
"37572",58,"4",NA,"Sph.con"
"37573",59,"4",NA,"Sph.con"
"37574",60,"4",0.5,"Sph.con"
"37575",61,"4",0,"Sph.con"
"37576",62,"4",NA,"Sph.con"
"37577",63,"4",0,"Sph.con"
"37578",1,"4",0,"Spi.spi"
"37579",2,"4",0,"Spi.spi"
"37580",3,"4",0,"Spi.spi"
"37581",4,"4",0,"Spi.spi"
"37582",5,"4",0,"Spi.spi"
"37583",6,"4",0,"Spi.spi"
"37584",7,"4",0,"Spi.spi"
"37585",8,"4",1,"Spi.spi"
"37586",9,"4",0,"Spi.spi"
"37587",10,"4",0.5,"Spi.spi"
"37588",11,"4",0,"Spi.spi"
"37589",12,"4",0.5,"Spi.spi"
"37590",13,"4",0,"Spi.spi"
"37591",14,"4",0,"Spi.spi"
"37592",15,"4",0,"Spi.spi"
"37593",16,"4",0,"Spi.spi"
"37594",17,"4",0,"Spi.spi"
"37595",18,"4",0.5,"Spi.spi"
"37596",19,"4",0,"Spi.spi"
"37597",20,"4",NA,"Spi.spi"
"37598",21,"4",0,"Spi.spi"
"37599",22,"4",0,"Spi.spi"
"37600",23,"4",0,"Spi.spi"
"37601",24,"4",0,"Spi.spi"
"37602",25,"4",0,"Spi.spi"
"37603",26,"4",0,"Spi.spi"
"37604",27,"4",0,"Spi.spi"
"37605",28,"4",0,"Spi.spi"
"37606",29,"4",0,"Spi.spi"
"37607",30,"4",0,"Spi.spi"
"37608",31,"4",0,"Spi.spi"
"37609",32,"4",0,"Spi.spi"
"37610",33,"4",0,"Spi.spi"
"37611",34,"4",0,"Spi.spi"
"37612",35,"4",0,"Spi.spi"
"37613",36,"4",0,"Spi.spi"
"37614",37,"4",0,"Spi.spi"
"37615",38,"4",0.5,"Spi.spi"
"37616",39,"4",NA,"Spi.spi"
"37617",40,"4",0,"Spi.spi"
"37618",41,"4",0,"Spi.spi"
"37619",42,"4",0,"Spi.spi"
"37620",43,"4",0,"Spi.spi"
"37621",44,"4",0,"Spi.spi"
"37622",45,"4",0,"Spi.spi"
"37623",46,"4",0,"Spi.spi"
"37624",47,"4",0,"Spi.spi"
"37625",48,"4",NA,"Spi.spi"
"37626",49,"4",0,"Spi.spi"
"37627",50,"4",0,"Spi.spi"
"37628",51,"4",0,"Spi.spi"
"37629",52,"4",0,"Spi.spi"
"37630",53,"4",0,"Spi.spi"
"37631",54,"4",0,"Spi.spi"
"37632",55,"4",0,"Spi.spi"
"37633",56,"4",0,"Spi.spi"
"37634",57,"4",0,"Spi.spi"
"37635",58,"4",NA,"Spi.spi"
"37636",59,"4",NA,"Spi.spi"
"37637",60,"4",0,"Spi.spi"
"37638",61,"4",0,"Spi.spi"
"37639",62,"4",NA,"Spi.spi"
"37640",63,"4",0,"Spi.spi"
"37641",1,"4",0,"Str.fra"
"37642",2,"4",0,"Str.fra"
"37643",3,"4",0,"Str.fra"
"37644",4,"4",0,"Str.fra"
"37645",5,"4",0,"Str.fra"
"37646",6,"4",0,"Str.fra"
"37647",7,"4",0,"Str.fra"
"37648",8,"4",0.5,"Str.fra"
"37649",9,"4",1,"Str.fra"
"37650",10,"4",1.5,"Str.fra"
"37651",11,"4",1,"Str.fra"
"37652",12,"4",0,"Str.fra"
"37653",13,"4",0.5,"Str.fra"
"37654",14,"4",0,"Str.fra"
"37655",15,"4",0,"Str.fra"
"37656",16,"4",0,"Str.fra"
"37657",17,"4",0,"Str.fra"
"37658",18,"4",0,"Str.fra"
"37659",19,"4",0,"Str.fra"
"37660",20,"4",NA,"Str.fra"
"37661",21,"4",0,"Str.fra"
"37662",22,"4",0,"Str.fra"
"37663",23,"4",0,"Str.fra"
"37664",24,"4",0,"Str.fra"
"37665",25,"4",0.5,"Str.fra"
"37666",26,"4",0,"Str.fra"
"37667",27,"4",0,"Str.fra"
"37668",28,"4",0,"Str.fra"
"37669",29,"4",0.5,"Str.fra"
"37670",30,"4",0,"Str.fra"
"37671",31,"4",0,"Str.fra"
"37672",32,"4",0,"Str.fra"
"37673",33,"4",0.5,"Str.fra"
"37674",34,"4",0,"Str.fra"
"37675",35,"4",0,"Str.fra"
"37676",36,"4",0,"Str.fra"
"37677",37,"4",0,"Str.fra"
"37678",38,"4",0,"Str.fra"
"37679",39,"4",NA,"Str.fra"
"37680",40,"4",0,"Str.fra"
"37681",41,"4",0,"Str.fra"
"37682",42,"4",0,"Str.fra"
"37683",43,"4",0,"Str.fra"
"37684",44,"4",0.5,"Str.fra"
"37685",45,"4",0,"Str.fra"
"37686",46,"4",0,"Str.fra"
"37687",47,"4",0,"Str.fra"
"37688",48,"4",NA,"Str.fra"
"37689",49,"4",0,"Str.fra"
"37690",50,"4",0.5,"Str.fra"
"37691",51,"4",0,"Str.fra"
"37692",52,"4",0,"Str.fra"
"37693",53,"4",0,"Str.fra"
"37694",54,"4",0,"Str.fra"
"37695",55,"4",0,"Str.fra"
"37696",56,"4",0.5,"Str.fra"
"37697",57,"4",2,"Str.fra"
"37698",58,"4",NA,"Str.fra"
"37699",59,"4",NA,"Str.fra"
"37700",60,"4",0.5,"Str.fra"
"37701",61,"4",0,"Str.fra"
"37702",62,"4",NA,"Str.fra"
"37703",63,"4",0,"Str.fra"
"37704",1,"4",0,"Str.pur"
"37705",2,"4",0,"Str.pur"
"37706",3,"4",0,"Str.pur"
"37707",4,"4",0,"Str.pur"
"37708",5,"4",0,"Str.pur"
"37709",6,"4",0,"Str.pur"
"37710",7,"4",0,"Str.pur"
"37711",8,"4",0,"Str.pur"
"37712",9,"4",1,"Str.pur"
"37713",10,"4",0,"Str.pur"
"37714",11,"4",0,"Str.pur"
"37715",12,"4",0.5,"Str.pur"
"37716",13,"4",0.5,"Str.pur"
"37717",14,"4",0,"Str.pur"
"37718",15,"4",0,"Str.pur"
"37719",16,"4",0,"Str.pur"
"37720",17,"4",0,"Str.pur"
"37721",18,"4",0,"Str.pur"
"37722",19,"4",0,"Str.pur"
"37723",20,"4",NA,"Str.pur"
"37724",21,"4",0,"Str.pur"
"37725",22,"4",0,"Str.pur"
"37726",23,"4",0,"Str.pur"
"37727",24,"4",0,"Str.pur"
"37728",25,"4",0,"Str.pur"
"37729",26,"4",0,"Str.pur"
"37730",27,"4",0,"Str.pur"
"37731",28,"4",0,"Str.pur"
"37732",29,"4",0,"Str.pur"
"37733",30,"4",0,"Str.pur"
"37734",31,"4",0,"Str.pur"
"37735",32,"4",0,"Str.pur"
"37736",33,"4",0,"Str.pur"
"37737",34,"4",0,"Str.pur"
"37738",35,"4",0,"Str.pur"
"37739",36,"4",0,"Str.pur"
"37740",37,"4",0,"Str.pur"
"37741",38,"4",0,"Str.pur"
"37742",39,"4",NA,"Str.pur"
"37743",40,"4",0,"Str.pur"
"37744",41,"4",0.5,"Str.pur"
"37745",42,"4",0,"Str.pur"
"37746",43,"4",0,"Str.pur"
"37747",44,"4",1,"Str.pur"
"37748",45,"4",0,"Str.pur"
"37749",46,"4",0,"Str.pur"
"37750",47,"4",0,"Str.pur"
"37751",48,"4",NA,"Str.pur"
"37752",49,"4",0.5,"Str.pur"
"37753",50,"4",0,"Str.pur"
"37754",51,"4",0,"Str.pur"
"37755",52,"4",0,"Str.pur"
"37756",53,"4",0,"Str.pur"
"37757",54,"4",0,"Str.pur"
"37758",55,"4",0.5,"Str.pur"
"37759",56,"4",0,"Str.pur"
"37760",57,"4",1,"Str.pur"
"37761",58,"4",NA,"Str.pur"
"37762",59,"4",NA,"Str.pur"
"37763",60,"4",0,"Str.pur"
"37764",61,"4",0.5,"Str.pur"
"37765",62,"4",NA,"Str.pur"
"37766",63,"4",0,"Str.pur"
"37767",1,"4",0,"Sty.mon"
"37768",2,"4",0,"Sty.mon"
"37769",3,"4",3,"Sty.mon"
"37770",4,"4",0,"Sty.mon"
"37771",5,"4",0.5,"Sty.mon"
"37772",6,"4",0,"Sty.mon"
"37773",7,"4",0.5,"Sty.mon"
"37774",8,"4",0,"Sty.mon"
"37775",9,"4",0,"Sty.mon"
"37776",10,"4",0,"Sty.mon"
"37777",11,"4",0.5,"Sty.mon"
"37778",12,"4",1,"Sty.mon"
"37779",13,"4",0,"Sty.mon"
"37780",14,"4",0,"Sty.mon"
